Year,Team,Elo
2007,Charlotte,1497.540844
2007,Saint Leo,1484.877063
2007,Saint Mary's (CA),1532.024412
2007,Rutgers,1432.364866
2007,Texas-Rio Grande Valley,1523.126754
2007,Skidmore,1480.896868
2007,Old Westbury,1479.442321
2007,Toccoa Falls,1479.436807
2007,Notre Dame (OH),1480.163086
2007,Cal State San Bernardino,1479.103585
2007,Davidson,1693.050537
2007,Robert Morris,1578.920643
2007,John Carroll,1468.357637
2007,Maryland,1693.229948
2007,Arizona,1656.564999
2007,Appalachian State,1653.097898
2007,North Carolina-Asheville,1429.770089
2007,St. Joseph (VT),1481.684312
2007,Xavier,1653.317853
2007,New Mexico State,1624.609627
2007,Howard,1391.662816
2007,Palm Beach Atlantic,1461.763611
2007,Western Michigan,1495.739124
2007,West Virginia,1654.180552
2007,Kansas State,1591.64964
2007,Saint Paul's,1485.147581
2007,Dallas Baptist,1479.139398
2007,Southern-New Orleans,1484.672959
2007,North Texas,1605.049198
2007,Southern,1379.946938
2007,Goucher,1485.242486
2007,New Hampshire,1400.196151
2007,Tulane,1517.049252
2007,Chicago State,1427.830991
2007,King's (PA),1479.219146
2007,Xavier (LA),1481.928461
2007,Norfolk State,1439.204006
2007,Kennesaw State,1311.494755
2007,Kentucky,1662.916856
2007,Evansville,1495.711551
2007,North Carolina-Pembroke,1482.62213
2007,Cal State Stanislaus,1486.096411
2007,Fordham,1564.807798
2007,Ohio Valley,1436.26778
2007,Florida Atlantic,1496.695585
2007,Southern Arkansas,1485.30617
2007,Missouri,1604.910823
2007,Philander Smith,1463.188963
2007,Harvard,1479.004153
2007,Winston-Salem,1279.548161
2007,Henderson State,1463.340513
2007,Lewis & Clark,1466.983055
2007,Union (KY),1478.547558
2007,Arkansas State,1522.202512
2007,Minnesota,1414.093172
2007,San Diego,1532.997897
2007,Indiana Wesleyan,1484.13842
2007,Southern Virginia,1447.145449
2007,New Mexico,1537.643947
2007,Iona,1257.337732
2007,Redlands,1482.668726
2007,Charleston Southern,1403.20168
2007,Central Florida,1621.507397
2007,Bethune-Cookman,1390.600367
2007,Citadel,1375.502847
2007,Western Illinois,1367.279019
2007,Prairie View,1347.150614
2007,West Virginia Wesleyan,1459.813798
2007,Louisiana Tech,1401.555704
2007,Tennessee-Martin,1354.836136
2007,College of Charleston,1579.107991
2007,Washington College,1480.181305
2007,Fresno State,1625.966399
2007,Bellarmine,1462.209368
2007,Louisiana,1396.897337
2007,William Jessup,1480.489409
2007,Pacific,1445.810316
2007,Oakland,1550.611881
2007,Florida Tech,1436.712612
2007,Virginia Commonwealth,1674.608041
2007,Lamar,1485.586467
2007,Colorado State,1558.290157
2007,Tennessee Tech,1532.084847
2007,Presbyterian,1492.190486
2007,Holy Names,1488.341738
2007,Coppin State,1401.977771
2007,Colorado Christian,1486.397822
2007,Boston College,1619.060441
2007,Brown,1436.124826
2007,Caldwell,1483.892999
2007,Millsaps,1483.128097
2007,Northern Arizona,1555.564108
2007,West Florida,1475.204256
2007,Idaho State,1486.88103
2007,South Florida,1483.766409
2007,Florida State,1631.406811
2007,Boise State,1535.984304
2007,George Mason,1532.493272
2007,Incarnate Word,1484.343987
2007,Loyola (MD),1521.7414
2007,Washington (MO),1491.527765
2007,Kent State,1577.125428
2007,Georgia,1580.093932
2007,Texas Tech,1604.641546
2007,Georgia Tech,1609.58954
2007,Weber State,1566.065357
2007,Seton Hall,1513.783471
2007,Haverford,1481.693602
2007,Colorado,1378.188576
2007,Reinhardt,1464.396043
2007,New Orleans,1464.277182
2007,Northern Colorado,1238.39226
2007,Alabama-Birmingham,1518.705813
2007,Saint Joseph's,1565.193364
2007,Portland,1381.051024
2007,Chaminade,1467.759577
2007,Texas A&M,1694.222349
2007,Southern Colorado,1486.03002
2007,Loyola (LA),1442.059547
2007,Valdosta State,1487.374415
2007,Lafayette,1393.639876
2007,Mississippi State,1579.189361
2007,Mercer,1468.981188
2007,Alcorn State,1376.777882
2007,Holy Cross,1629.471576
2007,Kentucky Wesleyan,1484.700973
2007,Buffalo,1469.964538
2007,Texas-Permian Basin,1452.571685
2007,Morehead State,1467.980621
2007,Texas-Tyler,1466.079583
2007,Illinois State,1509.501049
2007,South Carolina,1543.054908
2007,Panhandle State,1487.297602
2007,Green Bay,1527.782479
2007,Lewis University,1481.87914
2007,Morgan State,1414.700519
2007,Texas Christian,1488.302335
2007,Missouri State,1636.922754
2007,Elon,1379.169943
2007,Loyola Marymount,1506.657338
2007,Jacksonville State,1378.722619
2007,Cumberland University,1483.931344
2007,Coker,1477.620718
2007,Florida A&M,1535.64296
2007,Marywood,1483.654245
2007,Gonzaga,1633.378067
2007,Ohio State,1761.43589
2007,Great Falls,1483.991049
2007,Rollins,1488.920811
2008,Waldorf,1481.530037
2008,Siena,1589.985476
2008,Stephen F. Austin,1687.611201
2008,North Carolina Wesleyan,1481.64372
2008,Grambling,1384.697364
2008,Asbury,1471.634037
2008,Texas A&M-Corpus Christi,1379.240429
2008,North Alabama,1482.556323
2008,Louisiana-Monroe,1437.609286
2008,MacMurray,1479.775445
2008,Benedictine (IL),1479.573348
2008,Florida,1634.095191
2008,Adrian,1484.782935
2008,Louisiana State,1473.054741
2008,Centenary (LA),1456.78503
2008,Vermont,1484.641032
2008,Georgia Southern,1601.915859
2008,Slippery Rock,1480.190343
2008,Louisiana College,1454.566337
2008,Saint Louis,1537.030962
2008,Long Beach State,1343.828989
2008,Marygrove,1484.082639
2008,Missouri-St. Louis,1489.798383
2008,Butler,1724.854727
2008,Indiana,1696.048872
2008,Winthrop,1585.390239
2008,Northern Michigan,1463.108227
2008,LeTourneau,1485.443756
2008,Ball State,1331.97442
2008,Navy,1461.799938
2008,Fisher College,1478.085914
2008,Columbia,1480.851589
2008,Rio Grande,1484.463041
2008,Auburn,1523.683415
2008,Lipscomb,1495.850146
2008,Temple,1556.398692
2008,Paul Quinn,1413.553368
2008,Georgia State,1398.611776
2008,Marshall,1559.036098
2008,Southern Mississippi,1551.935039
2008,Alabama,1555.242256
2008,Duquesne,1569.806322
2008,St. John's (NY),1466.876964
2008,Missouri-Kansas City,1441.361009
2008,Monmouth,1354.382554
2008,Huston-Tillotson,1429.34043
2008,UC-San Diego,1479.694194
2008,Wagner,1612.468945
2008,Duke,1739.684724
2008,Towson,1452.522432
2008,Texas Wesleyan,1468.44738
2008,Montana State-Northern,1464.459159
2008,Stony Brook,1342.064608
2008,William & Mary,1501.158766
2008,Hope International,1460.283058
2008,Syracuse,1606.066168
2008,Clemson,1656.611712
2008,Colgate,1515.084469
2008,Angelo State,1483.275115
2008,Grace,1488.019256
2008,Northern Illinois,1370.848531
2008,Air Force,1525.100455
2008,Albany (NY),1497.135536
2008,Virginia Tech,1564.957369
2008,Maryland-Eastern Shore,1302.316336
2008,UC-Santa Barbara,1641.632296
2008,James Madison,1513.602493
2008,Schreiner,1465.104344
2008,Santa Clara,1523.21146
2008,Upper Iowa,1483.200783
2008,Saint Peter's,1346.722269
2008,Kentucky Christian,1467.717483
2008,Miami (OH),1554.638015
2008,Southern California,1603.041875
2008,Savannah State,1485.8716
2008,Bucknell,1462.494619
2008,Cal State Northridge,1602.171837
2008,Delaware,1478.155682
2008,Jacksonville,1535.575048
2008,North Carolina Central,1302.596786
2008,Arkansas,1631.563166
2008,Fort Wayne,1483.672183
2008,Montana,1488.585662
2008,Oregon,1578.428394
2008,Harding,1469.567705
2008,North Carolina-Greensboro,1557.121522
2008,Iowa,1474.466289
2008,Murray State,1556.321698
2008,Radford,1391.313178
2008,Cornell (IA),1469.952304
2008,Ohio Christian,1479.451781
2008,Idaho,1403.880745
2008,Stetson,1475.734464
2008,Ohio,1593.079659
2008,North Carolina A&T,1502.154908
2008,Augusta State,1482.924304
2008,Spring Hill,1485.859764
2008,Dayton,1651.918946
2008,Little Rock,1576.116545
2008,Miami (FL),1659.012484
2008,Methodist,1478.673751
2008,Tuskegee,1482.369682
2008,Middle Tennessee,1525.344537
2008,Newport News,1484.182465
2008,Central Arkansas,1315.236135
2008,Old Dominion,1531.215364
2008,McNeese State,1488.0626
2008,Northern Iowa,1579.925026
2008,Campbell,1444.439913
2008,Johnson & Wales (FL),1485.669176
2008,Illinois-Springfield,1484.092104
2008,Avila,1485.585168
2008,Maine,1366.057212
2008,Penn State,1501.464118
2008,Canisius,1308.905383
2008,Wiley,1488.6649
2008,Wayland Baptist,1487.653697
2008,Edward Waters,1482.663702
2008,Hardin-Simmons,1458.454722
2008,Bowling Green State,1478.319668
2008,Texas College,1480.963019
2008,Georgetown,1714.822816
2008,Evergreen State,1483.285084
2008,Johnson & Wales (CO),1465.833688
2008,Virginia,1545.707371
2008,American,1549.611247
2008,Central Methodist,1479.257792
2008,Nicholls State,1410.781493
2008,Pittsburg State,1488.459656
2008,Michigan,1425.742573
2008,Furman,1345.136534
2008,Alaska-Fairbanks,1459.178783
2008,Army,1476.885515
2008,Western Kentucky,1673.203507
2008,Lock Haven,1457.924745
2008,North Carolina-Wilmington,1552.121594
2008,Michigan State,1698.455037
2008,Saint Mary's (MN),1481.225878
2008,Emory & Henry,1480.95538
2008,Puerto Rico-Mayaguez,1469.108413
2008,Belhaven (MS),1473.121451
2008,Cal State Fullerton,1612.238822
2008,Eastern Michigan,1452.274087
2008,Northwest Nazarene,1483.687199
2008,Providence,1536.662066
2008,Pikeville,1486.065413
2008,Limestone,1468.679245
2008,Bradley,1537.490603
2008,Belmont,1633.623624
2008,Wake Forest,1549.526858
2008,UC-Riverside,1386.685312
2008,Northwestern,1399.744934
2008,Loyola (IL),1434.947075
2008,Cleveland State,1587.963659
2008,Connecticut,1659.985675
2008,Memphis,1829.20976
2008,Fisk,1489.704939
2008,Wichita State,1469.897617
2008,Central Connecticut State,1449.952251
2008,Montreat,1458.892067
2008,Portland State,1592.575569
2008,Houston,1652.982787
2008,Houston Baptist,1392.432978
2008,Yale,1492.224888
2008,Drake,1720.561497
2008,NYU-Poly,1485.121641
2008,Illinois-Chicago,1535.618801
2008,Vanguard,1486.858078
2008,Longwood,1373.23826
2008,Stanford,1676.596709
2008,Purdue,1639.665609
2008,Hartford,1488.28235
2008,Samford,1477.283914
2008,Southern Methodist,1424.959563
2008,Atlanta Christian,1476.706557
2008,Berry,1477.911422
2008,Tennessee Wesleyan,1472.867941
2008,Texas Southern,1352.419504
2008,East Tennessee State,1552.89327
2008,Florida Gulf Coast,1292.949323
2008,Western New Mexico,1470.127824
2008,Concordia (NY),1483.595955
2008,Richmond,1518.182298
2008,La Salle,1464.920642
2008,William Carey,1469.258016
2008,Daniel Webster,1457.531966
2008,Washburn,1475.254286
2008,Dallas Christian,1486.189693
2008,Dartmouth,1423.710425
2008,North Dakota State,1348.435205
2008,Drexel,1470.148833
2008,Culver-Stockton,1466.989903
2008,Menlo,1480.591592
2008,Cal State Bakersfield,1284.641139
2008,Allen,1445.752389
2008,Valparaiso,1601.166411
2008,Arkansas-Pine Bluff,1437.008438
2008,Brewton-Parker,1482.812416
2008,Villanova,1601.840033
2008,Hampton,1564.132315
2008,Toledo,1432.095896
2008,Oregon State,1358.439284
2008,Union College,1482.373881
2008,South Carolina State,1417.078728
2008,Southern Illinois,1553.542351
2008,Oral Roberts,1634.14884
2008,Marquette,1672.7637
2008,Virginia Intermont,1479.892139
2008,Nyack,1484.264523
2008,North Carolina,1796.741856
2008,Northeastern,1448.120045
2008,Southeastern Louisiana,1548.279154
2008,UC-Davis,1421.499663
2008,Virginia Wise,1432.572044
2008,Mississippi,1672.076753
2008,Central Baptist,1465.916005
2008,Fort Valley State,1484.862394
2008,Long Island University,1517.044606
2008,Western State,1460.565843
2008,Auburn Montgomery,1487.758248
2008,Cornell,1634.336048
2008,IUPUI,1655.529915
2008,San Jose State,1474.68838
2008,Emory,1490.376588
2008,Mount St. Mary's,1497.92861
2008,Le Moyne,1480.16682
2008,Boston University,1426.73504
2008,Jackson State,1426.056816
2008,Texas-El Paso,1573.969834
2008,Youngstown State,1437.253265
2008,Akron,1627.797407
2008,Niagara,1580.707583
2008,Pennsylvania,1428.034364
2008,Massachusetts,1629.264233
2008,Lees-McRae,1475.110565
2008,Austin Peay,1601.167784
2008,Bluefield College (VA),1482.3297
2008,Pepperdine,1422.002447
2008,Notre Dame,1656.922162
2008,Florida Southern,1490.489156
2008,University of the Ozarks,1471.457522
2008,San Diego State,1600.643758
2008,UC-Irvine,1494.483019
2008,Anderson (SC),1435.016776
2008,Detroit Mercy,1380.741015
2008,Indiana-South Bend,1477.705993
2008,Southeast Missouri State,1477.17341
2008,Lyon,1488.512762
2008,Indiana-Southeast,1488.918537
2008,Montana Western,1475.495514
2008,Washington,1521.503348
2008,Gardner-Webb,1529.900815
2008,Wright State,1608.110225
2008,St. Francis (NY),1361.147203
2008,Utah Valley,1351.800245
2008,Eastern Kentucky,1500.645712
2008,Wisconsin,1723.259336
2008,University of California,1565.533133
2008,Vanderbilt,1713.872468
2008,North Carolina State,1560.145801
2008,High Point,1516.876751
2008,Nevada,1577.327416
2008,Washington Adventist,1483.579162
2008,East Central,1461.168957
2008,Cincinnati,1481.801283
2008,Utah State,1598.846062
2008,Northwestern State,1461.005139
2008,NJIT,1234.873659
2008,Sacramento State,1332.083487
2008,Hawaii,1425.994028
2008,Eastern Illinois,1323.896484
2008,Denver,1446.685772
2008,Tennessee,1766.51082
2008,Lehigh,1468.681163
2008,South Dakota State,1296.378469
2008,LeMoyne-Owen,1485.821228
2008,Binghamton,1453.517894
2008,Texas,1731.624558
2008,Texas A&M-International,1468.913913
2008,Texas State,1476.415969
2008,Central Michigan,1478.174627
2008,Indiana State,1514.142122
2008,Virginia Military Institute,1485.72361
2008,Mississippi Valley State,1465.292406
2008,Montana State,1515.807234
2008,Dominican (NY),1479.904913
2008,Oakwood,1470.472888
2008,Cal Poly,1465.315787
2008,Wofford,1534.98759
2008,UCLA,1769.606214
2008,Cal State Monterey Bay,1453.266139
2008,Manchester,1483.38225
2008,Warren Wilson,1485.305889
2008,George Washington,1433.499279
2008,Oakland City,1483.910312
2008,Florida Christian,1465.262475
2008,Nevada-Las Vegas,1669.553283
2008,Baylor,1650.003263
2008,Alabama A&M,1486.442538
2008,Wartburg,1483.893145
2008,La Verne,1479.563058
2008,St. Gregory's,1479.139325
2008,Texas-San Antonio,1481.672122
2008,Colorado-Colorado Springs,1480.955796
2008,Saint Francis (PA),1345.517924
2008,Sam Houston State,1661.07325
2008,North Florida,1285.037282
2008,Liberty,1487.374011
2008,Kansas,1781.033225
2008,Southwestern Oklahoma State,1489.463953
2008,Haskell Indian Nations Institute,1487.235893
2008,South Alabama,1685.407199
2008,Quinnipiac,1486.654364
2008,South Carolina-Aiken,1482.440119
2008,Susquehanna,1482.559496
2008,Brevard,1488.505912
2008,Troy,1477.986526
2008,McMurry,1481.207807
2008,Cal State Los Angeles,1488.318316
2008,Rogers State,1482.301383
2008,Oklahoma State,1527.639941
2008,Cameron,1487.974173
2008,Tulsa,1555.911252
2008,Texas-Arlington,1614.996539
2008,Rider,1581.665308
2008,Princeton,1352.69132
2008,Nebraska,1579.737097
2008,Tusculum,1488.01324
2008,Tennessee Temple,1478.264696
2008,Warner Southern,1485.838599
2008,Arkansas Tech,1465.54341
2008,Fairleigh Dickinson,1400.747039
2008,Rice,1297.444158
2008,Montana Tech,1474.181872
2008,Dixie State,1473.585002
2008,Central State (OH),1483.328076
2008,Pittsburgh,1669.678367
2008,Louisville,1671.16302
2008,Washington State,1691.260923
2008,Arizona State,1579.166457
2008,Covenant,1470.866213
2008,North Greenville,1466.406624
2008,Iowa State,1496.936411
2008,Oklahoma,1630.031064
2008,Tiffin,1483.277086
2008,Marist,1558.232826
2008,Hofstra,1408.623228
2008,Alvernia,1491.230717
2008,Delaware State,1470.398734
2008,Eastern Washington,1425.89745
2008,Ouachita Baptist,1489.248054
2008,Rochester (MI),1462.85724
2008,Fairfield,1463.74248
2008,Maryland-Baltimore County,1622.303481
2008,Arkansas-Monticello,1477.51614
2008,St. Bonaventure,1391.857305
2008,East Carolina,1458.053779
2008,Manhattan,1434.779017
2008,Erskine,1481.877601
2008,Florida International,1421.423884
2008,Creighton,1629.829108
2008,Blue Mountain College,1486.054043
2008,DePaul,1441.5853
2008,Stillman,1483.176639
2008,Wyoming,1452.124713
2008,Alabama State,1558.002366
2008,Chadron State,1480.463814
2008,Sonoma State,1491.957835
2008,Illinois,1513.478185
2008,Alaska-Anchorage,1459.524387
2008,Southern Utah,1448.522334
2008,Webber,1477.913665
2008,San Francisco,1412.645694
2008,Tennessee State,1471.304112
2008,Western Carolina,1403.680148
2008,Sacred Heart,1474.475471
2008,Coastal Carolina,1486.378488
2008,Cascade,1442.364597
2008,Brigham Young,1674.003208
2008,Rhode Island,1636.296468
2008,Milwaukee,1499.429989
2008,Chattanooga,1576.820363
2008,Utah,1552.906667
2008,Charlotte,1578.478626
2008,Linfield,1487.376878
2008,Saint Mary's (CA),1697.672001
2008,Rutgers,1441.838043
2008,Texas-Rio Grande Valley,1513.338038
2008,Harris-Stowe,1475.673654
2008,Toccoa Falls,1484.130783
2008,Cal State San Bernardino,1493.860465
2008,Davidson,1656.209335
2008,Robert Morris,1608.672751
2008,John Carroll,1487.182964
2008,Maryland,1567.29524
2008,Arizona,1597.163292
2008,Appalachian State,1547.926835
2008,South Carolina Upstate,1279.971072
2008,North Carolina-Asheville,1628.009257
2008,Shorter,1483.066507
2008,North Dakota,1480.287205
2008,Xavier,1712.31112
2008,New Mexico State,1539.796923
2008,Howard,1360.149852
2008,Adams State,1475.806138
2008,Palm Beach Atlantic,1482.066147
2008,Western Michigan,1541.900415
2008,West Virginia,1648.029995
2008,Kansas State,1616.504765
2008,Saint Paul's,1462.612478
2008,Dallas Baptist,1472.673267
2008,Queens (NC),1487.299484
2008,Simpson (CA),1460.434319
2008,Southern-New Orleans,1448.18445
2008,Southern,1428.367364
2008,North Texas,1600.16738
2008,Goucher,1487.819145
2008,New Hampshire,1405.484171
2008,Tulane,1544.160474
2008,Chicago State,1452.621773
2008,Norfolk State,1470.399229
2008,Kennesaw State,1290.449955
2008,UC-Santa Cruz,1479.299344
2008,Kentucky,1547.131133
2008,Evansville,1403.452315
2008,Cal State Stanislaus,1486.815204
2008,Fordham,1474.057591
2008,Ohio Valley,1468.25134
2008,Southeast Florida,1480.012411
2008,Florida Atlantic,1440.173353
2008,Dillard,1441.855837
2008,Sewanee,1481.941049
2008,Missouri,1548.599798
2008,Philander Smith,1468.002058
2008,Harvard,1387.498381
2008,Winston-Salem,1306.54946
2008,Lewis & Clark,1475.089655
2008,Arkansas State,1447.173898
2008,Minnesota,1574.631659
2008,San Diego,1561.111177
2008,Southern Virginia,1435.984875
2008,Indiana Wesleyan,1483.091467
2008,New Mexico,1645.135461
2008,Iona,1423.950972
2008,Charleston Southern,1416.043088
2008,Central Florida,1530.192868
2008,Bethune-Cookman,1463.419097
2008,Citadel,1374.996871
2008,Western Illinois,1464.403136
2008,Prairie View,1373.914025
2008,West Virginia Wesleyan,1453.075659
2008,Suffolk,1479.339728
2008,Louisiana Tech,1323.151817
2008,Geneva,1487.391974
2008,John Brown,1484.646836
2008,Emmanuel (GA),1481.99104
2008,Tennessee-Martin,1509.461564
2008,College of Charleston,1490.660565
2008,Fresno State,1489.455768
2008,Louisiana,1486.009145
2008,William Jessup,1477.073322
2008,Pacific,1591.675737
2008,Oakland,1514.90665
2008,Florida Tech,1479.559694
2008,Virginia Commonwealth,1645.509387
2008,Colorado State,1392.65322
2008,Lamar,1545.99252
2008,Tennessee Tech,1453.949802
2008,Presbyterian,1233.076383
2008,Coppin State,1446.259574
2008,Colorado Christian,1464.366029
2008,Boston College,1540.637623
2008,Brown,1563.599299
2008,Millsaps,1484.984196
2008,Northern Arizona,1593.686357
2008,West Florida,1491.509226
2008,Idaho State,1412.354859
2008,South Florida,1470.170883
2008,Florida State,1581.235587
2008,Thomas More,1482.528837
2008,Carver Bible,1464.946319
2008,Boise State,1625.870205
2008,Texas Lutheran,1487.936617
2008,George Mason,1631.321909
2008,Loyola (MD),1515.576531
2008,Alice Lloyd,1484.060508
2008,Cal Poly Pomona,1489.773421
2008,Kent State,1681.896821
2008,Georgia,1535.682222
2008,Texas Tech,1555.650572
2008,Central Missouri,1481.140896
2008,Georgia Tech,1505.993821
2008,Weber State,1506.803603
2008,Seton Hall,1565.552873
2008,Oberlin,1484.049869
2008,Colorado,1469.495955
2008,Reinhardt,1482.956935
2008,New Orleans,1588.925832
2008,Northern Colorado,1459.252627
2008,Alabama-Birmingham,1602.789265
2008,Saint Joseph's,1585.344602
2008,Portland,1389.516677
2008,Chaminade,1471.559552
2008,Texas A&M,1667.185722
2008,Loyola (LA),1485.443639
2008,Lafayette,1526.578414
2008,Mississippi State,1597.646505
2008,Mercer,1441.914851
2008,Alcorn State,1327.680358
2008,Holy Cross,1555.022011
2008,Kentucky Wesleyan,1490.91919
2008,Hanover,1479.435359
2008,Buffalo,1433.489107
2008,Texas-Permian Basin,1469.76259
2008,Morehead State,1490.764729
2008,Texas-Tyler,1456.022047
2008,Illinois State,1642.103712
2008,South Carolina,1498.890472
2008,Green Bay,1520.71406
2008,Morgan State,1578.076696
2008,Texas Christian,1500.97343
2008,Elon,1459.419508
2008,Missouri State,1529.431675
2008,Loyola Marymount,1330.19485
2008,Jacksonville State,1381.296086
2008,Cumberland University,1481.855914
2008,Coker,1466.477406
2008,Florida A&M,1463.930904
2008,Gonzaga,1672.41826
2008,Ohio State,1621.205157
2008,Great Falls,1484.054358
2009,Siena,1660.573056
2009,University of the Cumberlands (KY),1482.035166
2009,Stephen F. Austin,1632.288467
2009,Grambling,1356.262427
2009,Texas A&M-Corpus Christi,1516.159995
2009,North Alabama,1486.581235
2009,Louisiana-Monroe,1404.915516
2009,Florida,1652.975736
2009,Louisiana State,1675.271236
2009,Centenary (LA),1368.008379
2009,Vermont,1602.020039
2009,Georgia Southern,1421.876745
2009,Louisiana College,1450.700518
2009,Grace Bible,1485.656381
2009,Saint Louis,1534.212654
2009,Long Beach State,1514.322659
2009,Marygrove,1476.063522
2009,Missouri-St. Louis,1484.878287
2009,Seattle,1412.532472
2009,Valley City State,1490.410633
2009,Mansfield,1487.652995
2009,Butler,1717.491083
2009,Indiana,1390.017129
2009,Winthrop,1418.278033
2009,Cal State Hayward,1462.622548
2009,Bridgewater (VA),1484.192378
2009,Ball State,1480.121841
2009,Navy,1583.753417
2009,Columbia,1437.432423
2009,Emporia State,1487.669596
2009,Rio Grande,1484.026375
2009,Auburn,1590.569057
2009,Lipscomb,1494.930861
2009,Quincy,1482.664165
2009,Temple,1601.046737
2009,Paul Quinn,1489.345632
2009,Georgia State,1418.405799
2009,Marshall,1513.19545
2009,Southern Mississippi,1540.268107
2009,Alabama,1545.319453
2009,Stevenson,1473.420243
2009,Louisiana State-Shreveport,1479.667452
2009,Tougaloo,1477.009382
2009,Duquesne,1584.228641
2009,Sul Ross State,1480.153274
2009,St. John's (NY),1527.359865
2009,Missouri-Kansas City,1380.942956
2009,Monmouth,1340.179536
2009,Huston-Tillotson,1439.091369
2009,UC-San Diego,1477.425373
2009,Wagner,1497.28572
2009,Duke,1726.724099
2009,Towson,1441.753084
2009,Texas Wesleyan,1460.683819
2009,Montana State-Northern,1493.194613
2009,Stony Brook,1502.596308
2009,William & Mary,1431.271796
2009,St. Edward's,1483.866895
2009,Hope International,1483.103808
2009,Syracuse,1695.901102
2009,Clemson,1685.934597
2009,Colgate,1412.996441
2009,Mount Ida College,1483.87317
2009,Northern Illinois,1395.183377
2009,Jarvis Christian,1477.409975
2009,Air Force,1443.677269
2009,Albany (NY),1513.482386
2009,Virginia Tech,1568.942761
2009,Maryland-Eastern Shore,1357.987451
2009,Lambuth,1486.317228
2009,Florida Memorial,1480.127874
2009,UC-Santa Barbara,1501.969376
2009,James Madison,1551.702139
2009,Schreiner,1457.734567
2009,Santa Clara,1480.251142
2009,Upper Iowa,1467.052565
2009,St. Catharine,1484.832044
2009,Saint Peter's,1395.318686
2009,Kentucky Christian,1487.740609
2009,Miami (OH),1576.179706
2009,Southern California,1605.226864
2009,Savannah State,1533.447957
2009,Bucknell,1365.034175
2009,Cal State Northridge,1521.925006
2009,Delaware,1446.100727
2009,Jacksonville,1531.821687
2009,North Carolina Central,1257.696208
2009,Arkansas,1544.468923
2009,Fort Wayne,1463.280763
2009,Montana,1546.373434
2009,Oregon,1426.434051
2009,North Carolina-Greensboro,1321.186142
2009,Iowa,1541.348979
2009,Murray State,1558.443632
2009,Radford,1535.065923
2009,Idaho,1510.455068
2009,Stetson,1526.043166
2009,Ohio,1518.905663
2009,Concord,1486.167266
2009,North Carolina A&T,1491.119838
2009,Spring Hill,1454.473327
2009,Dayton,1703.055512
2009,Little Rock,1627.00074
2009,Miami (FL),1600.050564
2009,Tuskegee,1469.710168
2009,Middle Tennessee,1545.831478
2009,Seattle Pacific,1477.41669
2009,Piedmont,1485.231783
2009,Central Arkansas,1290.150007
2009,Old Dominion,1583.860643
2009,Northern Iowa,1587.331366
2009,Campbell,1499.483238
2009,McNeese State,1451.806383
2009,Southern Illinois-Edwardsville,1364.932921
2009,Academy of Art,1466.231254
2009,Johnson & Wales (FL),1484.856124
2009,Marian (IN),1478.738014
2009,Southwest Assemblies of God,1467.622618
2009,Maine,1413.66689
2009,Penn State,1629.258011
2009,Canisius,1420.907323
2009,Wiley,1482.119741
2009,Edward Waters,1484.07153
2009,St. Andrews,1482.869285
2009,California (PA),1482.557134
2009,Hardin-Simmons,1484.217201
2009,Bowling Green State,1550.726559
2009,Texas College,1478.93246
2009,Georgetown,1593.750764
2009,Evergreen State,1464.988301
2009,Guilford,1491.672477
2009,Johnson & Wales (CO),1470.767159
2009,Virginia,1477.886311
2009,American,1607.612826
2009,Nicholls State,1546.736321
2009,Michigan,1607.539185
2009,Furman,1339.892259
2009,Army,1410.313728
2009,Western Kentucky,1625.16413
2009,Lock Haven,1482.561885
2009,Occidental,1484.355013
2009,California Baptist,1481.709799
2009,Allegheny,1480.072764
2009,North Carolina-Wilmington,1367.898546
2009,Milligan,1480.767524
2009,Michigan State,1715.174508
2009,Cal State Fullerton,1496.513085
2009,Eastern Michigan,1334.922279
2009,Providence,1567.301987
2009,Limestone,1458.841818
2009,Bradley,1554.27471
2009,Belmont,1567.675069
2009,Wake Forest,1685.76063
2009,UC-Riverside,1522.969883
2009,Northwestern,1555.04731
2009,Loyola (IL),1497.847112
2009,Cleveland State,1616.197432
2009,Connecticut,1752.288411
2009,Memphis,1743.116338
2009,Wayne State (MI),1463.593492
2009,Wichita State,1486.693931
2009,Central Connecticut State,1473.490027
2009,Montreat,1453.106664
2009,Michigan Tech,1473.425218
2009,Portland State,1616.853649
2009,Houston,1592.784039
2009,Houston Baptist,1264.937047
2009,Yale,1466.180845
2009,Drake,1558.000879
2009,Albany State (GA),1480.965703
2009,Illinois-Chicago,1508.651252
2009,Vanguard,1491.571281
2009,Pacific (OR),1487.148756
2009,Eastern Oregon,1480.383258
2009,Longwood,1508.880658
2009,Stanford,1587.748785
2009,Purdue,1661.69332
2009,Hartford,1356.293326
2009,Samford,1500.793942
2009,Southern Methodist,1402.842454
2009,Atlanta Christian,1479.088887
2009,Berry,1458.007136
2009,Tennessee Wesleyan,1455.815265
2009,Texas Southern,1314.255201
2009,East Tennessee State,1613.562565
2009,Florida Gulf Coast,1321.345446
2009,Concordia (NY),1485.554695
2009,Richmond,1523.970163
2009,La Salle,1559.20363
2009,William Carey,1452.507621
2009,East Texas Baptist,1481.150337
2009,Daniel Webster,1482.948531
2009,Saint Xavier (IL),1485.166903
2009,Dartmouth,1363.665203
2009,North Dakota State,1637.885637
2009,Drexel,1526.008735
2009,Culver-Stockton,1475.253738
2009,Cal State Bakersfield,1279.141168
2009,Allen,1470.192873
